text,label
"111, SH 13",address
094310 83767,phone
letest downloadind mobile centre,name
Electronics store,category
HX39+Q8F,address
088041 25492,phone
Keshari electronic,name
Electronics store,category
Keshari electronic,address
063641 27255,phone
Neha Communication,name
Electronics store,category
"HXGH+GM5, Main Rd",address
063035 02200,phone
Viswakarma electric,name
Electronics store,category
"HXGJ+CPG, main road machharhatta pull",address
085409 25770,phone
Edutech -JioMart Digital Partner,name
Electronics store,category
"Durga Complex, Collectorate Road",address
062997 84079,phone
Riya Electronics & Mobile,name
Electronics store,category
nai bazar ward no 7,address
091222 24503,phone
MEHTA ELECTRIC,name
Electronics store,category
Geeta Mandal,address
062046 38342,phone
Maruti nandan mobile,name
Electronics store,category
"HXGF+JR5, PP Rd",address
092346 17690,phone
Vaishnavi Super Mart,name
Indian grocery store,category
Kamla Nivas,address
076070 01641,phone
Sri Ram Trader's,name
Indian grocery store,category
Collectorate road,address
091552 96650,phone
City Grocery Mart,name
Indian grocery store,category
FCI Rd,address
062004 02860,phone
Amit Khaini Dukan,name
Grocery store,category
"Rinku Khaini Dukan, Amit Bhawan, 12, Jail More",address
091131 40062,phone
Ritesh Gupta,name
Grocery store,category
"Ritesh Bhawan, 22, Station Rd",address
074930 83060,phone
Bhawani Enterprises Limited,name
Grocery store,category
"SH 13, near Durga Cold Storage",address
091220 07440,phone
Abhijeet Kirana Store,name
Grocery store,category
"01, Basant Road, near Bay Sudha Deri",address
082353 87084,phone
Satyanarayan Keshari,name
Grocery store,category
Station Rd,address
093041 95060,phone
VB Mini Mart,name
Grocery store,category
"057, FCI Rd",address
078368 05634,phone
Ritik Grocery Shop,name
Grocery store,category
"Front Of Gramin Bank, Main Road",address
082719 82436,phone
Pandey KIRANA Store,name
Grocery store,category
320,address
078703 65386,phone
Anand Store,name
Grocery store,category
Ghat,address
070044 63399,phone
Amit Kirana Store,name
Grocery store,category
"Ward No 18, near of Sahnai Pailais",address
077849 89291,phone
Umesh Kumar Dhruw,name
Grocery store,category
"Shop No 01, Mahavir Asthan Main Road, near Durga Mandir",address
096521 74340,phone
Divya Laxmi General Store,name
Grocery store,category
"SH 13, Bhojpur Road",address
079035 06005,phone
Pankaj Kumar,name
Grocery store,category
"106, Buxar, near by Station Ke Paas",address
070040 85044,phone
Jhman Gupta,name
Grocery store,category
"Jhaman Bhawan, 11, Shivpuri Rd",address
099392 56438,phone
Ramchandra Sahu,name
Grocery store,category
"Ramchandra Bhawan, 100, Budhanpurva Road",address
093415 77529,phone
Mangal Sutra Guthai,name
Grocery store,category
"Anil Bhawan, 10, Purana Chowk",address
096311 77794,phone
Patanjali Gramin Arogya Kendra,name
Indian grocery store,category
Ground Floor,address
091131 18932,phone
BUXAR KART,name
Grocery delivery service,category
"CHINI MILL, near NEW BRIDGE",address
06183 357 107,phone
Om Sai Nath Traders,name
Grocery store,category
"budhanpurwa, VILLAGE HXJR 3H3, Babanagar",address
082104 87683,phone
Ritesh Kirana store,name
Indian grocery store,category
"Parari, Simri Rd",address
095760 96028,phone
Ritesh Chaudhary,name
Grocery store,category
"Nai Bazar, near Sri Krishna Vatralay",address
093360 10634,phone
Shanvi Plastic,name
Grocery store,category
"Kritika Bhawan, 100, Purana, Thana Rd",address
084093 60099,phone
Prasad Misthan Bhandar,name
Grocery store,category
"Deepak Bhawan, 100, Munim Chowk Road",address
062011 64748,phone
Satyanarayan Kirana Dukan,name
Store,category
sation road,address
078578 78753,phone
Krishna Hair Cutting,name
Grocery store,category
"Lalmuni Bhwan, 16, Bandh Rd",address
089693 49330,phone
Hira Kirana Store,name
General store,category
"Shop No 01, near Hanuman Ji Mahlatoli",address
075493 99657,phone
Saroj Kirana,name
Grocery store,category
"Saroj Kirana, Buxar Marg",address
087574 54075,phone
New Hindu Murga Dukan,name
Grocery store,category
F2H6 MRP802123,address
062023 10898,phone
Suraj General Store,name
General store,category
"Police Chowki, near Raj Mobile Shop",address
088159 29267,phone
RAJDEV KUMAR,name
Grocery store,category
"101 Harpur Near Goverdhan Temple Pasahara, Road",address
077398 49802,phone
KGN किराना,name
Grocery store,category
"HX37+RR8, नई बाजार, बड़ी मस्जिद, बक्सर",address
085419 33434,phone
Gopal Jee Kirana Store,name
General store,category
"111, SH 13",address
06183 224 135,phone
Gaurav Foods,name
Grocery delivery service,category
"Gaurav foods, Namak Gola, below park view restaurant",address
062012 88953,phone
Guddu Kirana Shop,name
Grocery store,category
near Dr Mahendra Prasad Clinic,address
099345 50129,phone
Manoj Kirana,name
Grocery store,category
LBT College Rd,address
095461 58726,phone
Bilatan Bind,name
Grocery store,category
"103 Karmahari, Ramgarh Road, near Primary School",address
062072 05667,phone
Svaminath,name
Grocery store,category
"106 Karmahari, Ramgarh Road, near Primary School",address
072500 72626,phone
Hemant Tiwari,name
Grocery store,category
"105 Dewaitha, Gharohiya Road, near Bharat Petroleum",address
095061 84655,phone
VIVEK KIRANA AND GENERAL STORE,name
Dairy store,category
"Jyoti chowk, HX9G 424, Station Rd, Jyoti Chowk",address
077177 45225,phone
Nirmala Kirana Store,name
Grocery store,category
"HXFH+Q6Q, Hanuman Fatak, in front of Hanuman Mandir",address
082350 59310,phone
VIKAS KIRANA,name
Grocery store,category
"HXGP+C2P, Buxar Main Rd",address
073018 12243,phone
Nandini pet Shop Buxar,name
Pet store,category
"maharaja petrolpump, Station Rd",address
091224 17999,phone
Sam Cattery And Pet Shop,name
Pet store,category
"Kotwali Chowk, Munimum Chowk, near Sultan Sports",address
076676 89088,phone
Durga Shop,name
Pet store,category
"22Rohit Bhawan, 802101, Golambar Road",address
070507 87440,phone
Vaishno Sweets Buxar,name
Sweet shop,category
"SH 13, 111, SH 13",address
078705 65614,phone
KUNDAN NAMKEEN AND SWEETS,name
Indian sweets shop,category
Amla Toli main road,address
089360 51424,phone
Balaji Sweets and bakers,name
Sweet shop,category
Main road,address
097719 46155,phone
Sharda’s sweet and namkeen,name
Sweet shop,category
Amla Toli Main Road,address
099317 52365,phone
Mithai Ghar,name
Bakery and Cake Shop,category
"Satydev Mil, Mithai Ghar Main Road",address
075439 13877,phone
Vaishnvi Sweets & Chart Corner,name
Sweet shop,category
HX5P+8PV,address
099558 26875,phone
Desi Bharauli Shop,name
Sweet shop,category
Apsara Hotet,address
098355 16459,phone
Hariom Sweets,name
Sweet shop,category
"Naya Bhojpur, Patna - Buxar Hwy",address
095760 87079,phone
Pappukumar Singh So Ramji Singh,name
Sweet shop,category
Main Road,address
075460 12523,phone
Shri Sai Sweet House,name
Fast Food,category
"Shop No 01, Ghazipur - Hajipur Rd, near Tahsil",address
096162 62286,phone
MBA Chai Wala Cafe Buxar,name
Coffee shop,category
"HXGQ+4G2, Bypass Rd, near Indian Petrol Pump",address
070044 61610,phone
Vishal Sweets,name
Sweet shop,category
"111, SH 13",address
099343 78304,phone
Bharkha Devi Icekrrem,name
Sweet shop,category
"Devi Lal Bhawan, 12, Ara Nh 922 Road",address
090497 42331,phone
Kanha Sweets Buxar,name
Sweet shop,category
"111, State Highway 13, Thatheri Bazar, Civil Lines",address
084349 22178,phone
Chocolatey pan sshop,name
Chocolate shop,category
"HDFC Bank, PP Rd",address
085071 38336,phone
Jai shree paihari ji sweet and chat,name
Sweet shop,category
Main road tiyara,address
099732 76824,phone
Shivam Kirana,name
Sweet shop,category
"Noka Mill, Buxar - Itarhi Rd, near RAILWAY CROSSING",address
074797 49937,phone
Dipak Sweet,name
Cake shop,category
Man Road,address
096315 17215,phone
Jagdamba Sweet,name
Caterer,category
Railway Station,address
062022 66360,phone
asian paint buxar,name
Paint store,category
"Amla toli main road, near bata showroom",address
083403 22576,phone
Asian Paints Beautiful Homes Painting Service,name
Painter,category
"CHUNA BHANDAR, DIST",address
08071 681 347,phone
Mosaic House,name
Paint store,category
"Amla toli main road, beside bata showroom",address
083403 22576,phone
Jay Bajrang Traders,name
Paint store,category
"Main Road, Golambar - Jaso Rd",address
070041 81173,phone
Maa Vindhyavasini Store (Paint),name
Paint store,category
"Main Road, Patna - Buxar Hwy",address
062999 92049,phone
Himadri Traders,name
Paint store,category
"111, State Highway 13, Station Rd",address
091226 37217,phone
"Rohit Paints,Hardware And Sanitary Store",name
Home goods store,category
FCI Rd,address
095768 03034,phone
Nerolac Paints - Parwati And Sons,name
Paint store,category
"Hx4P+47G, near Satkar Marriage Hall",address
088530 79097,phone
Parvati & son's,name
Paint store,category
"Buxar - Itarhi Rd, near sadhu baba mandir",address
088530 79097,phone
Jumpy Pet Shop |Dumraon,name
Pet store,category
"Station Rd, near Bank Of Baroda",address
070045 59540,phone
Har Har Mhadev 802101,name
Pet store,category
"Rohit Bhawan, 22, 802101, Kotwa Road",address
062076 11353,phone
Chaudhary kennel & Pet shop,name
Pet store,category
"Ward no. 9, Banarpur bajar",address
072570 67541,phone
"Kajaria Prima - Tiles Showroom in Ambassador Hotel, Buxar",name
Tile store,category
"Anand Tiles, Main Road, near Ambassador Hotel",address
093342 03050,phone
Maa Kali Tiles and Sanitary,name
Tile store,category
HX66+MW9,address
097081 24939,phone
Simpolo Ceramics,name
Tile store,category
"HXCQ+C6X, Bypass Rd, Near bus stand",address
094310 83839,phone
Raj Tiles ( Kajaria),name
Tile store,category
"Chowk Syndicate,Golambar",address
099346 81756,phone
Sipahi Building Material & Tiles,name
Building materials store,category
Golamber,address
099317 12624,phone
Raj Marbles,name
Home goods store,category
Buxar - Chausa - Sasaram Rd,address
090063 65550,phone
CK DECOR [WALLPAPERS & PVC PANELS],name
Wallpaper store,category
"Main Road, nahar, near Golambar - Jaso Road, near Cambridge school",address
095077 40734,phone
Interior Wala ( JVS & Company),name
Interior designer,category
"Bazar Samiti Rd, near Nehru Smark High school",address
096087 73107,phone
Aryan Furniture,name
Store,category
"HXHQ+4G6, Truck Syndicate, Main Road",address
098013 50256,phone
Park Avenue,name
Clothing store,category
"Rangoli Shoping Mall, Buxar Main Rd, opp. Canara Bank",address
080 4495 3192,phone
GARG SANITATION,name
Bathroom supply store,category
"Station Rd, near Chourasia Lodge",address
070040 85003,phone
Aaditya Glass,name
Home goods store,category
Buxar Bharauli Rd,address
093344 04379,phone
DREAM WALLS,name
Wallpaper store,category
Bypass Rd,address
088252 39874,phone
CK DECOR,name
Interior designer,category
"Pal complex, Station Rd, near Railway station",address
098011 28838,phone
Parvati & son's,name
Building materials store,category
"Buxar - Itarhi Rd, near sadhu baba mandir",address
088530 79097,phone
Seraj Enterprises,name
Fabric store,category
"0000, Bypass Rd",address
090979 33767,phone
Hareram Chaudhary Meet Shop,name
Mattress store,category
"Main Road, Gola Road",address
093045 53763,phone
SUHAG STORES,name
Shopping mall,category
PP Rd,address
097082 83106,phone
Rajesh Pent Shop,name
Paint store,category
"Simri Rd, near midil school",address
099550 29680,phone
Assam Ply,name
Plywood supplier,category
Assam ply,address
094310 84023,phone
Rudra Plywood and Hardware,name
Plywood supplier,category
Infront of nagar parishad,address
062038 60376,phone
"Greenply Plywood (Agarwal Ply House) - Best Plywood Shop And Dealer In Purana Chowk, Buxar",name
Plywood supplier,category
purana chowk,address
093555 67731,phone
"श्री साई प्लाई - Plywood, Doors, Windows, Hardware, Mica, Curtain Pipes",name
Plywood supplier,category
Collectraite Road,address
079922 35609,phone
Sri Shyam HardWare,name
Plywood supplier,category
Amla toli mai read,address
099318 37376,phone
"Greenply Plywood (Ganpati Ply House) - Best Plywood Shop And Dealer In Mithiya Mohalla, Buxar",name
Plywood supplier,category
"Matiya Road, opposite Doctor Gyan Prakash",address
093555 68183,phone
KHADIM Buxar,name
Shoe store,category
"Amla Toli, Main Road",address
097089 79001,phone
Liberty Exclusive Showroom,name
Shoe store,category
"Ward No-28, Krishna Talkies, Mahaveer Asthan Mandir Police Station, Block-Buxar House No-574 Muhalla- Turha Toli, Main Road",address
093407 65581,phone
Red Chief Store,name
Shoe store,category
"Ward No. 28, Amla Toli Main Road, near Badi Devi Temple",address
070049 59659,phone
Baba Bata,name
Shoe store,category
Amla Toli Main Road,address
094310 83537,phone
Bata Shoe Store,name
Shoe store,category
"Ground Floor, Buxar Main Rd, beside Bank of India",address
062070 84252,phone
DJ SHOE...,name
Shoe store,category
"Munim Chowk, near Indian Bank",address
091706 46141,phone
J Shoe House,name
Shoe store,category
Natwar,address
095344 92611,phone
Kumili Shoe House,name
Shoe store,category
"Shop No 01, near Khel Fild",address
073370 25332,phone
Saheb Shoes,name
Shoe store,category
"101, Nayabhojur, Chik Toli, near Lohar Toli Chowk",address
076545 77981,phone
New Fashion Shoe,name
Shoe store,category
"106, NH 922, near Khel Fild",address
070787 81602,phone
"Buddha Boot House, Buxar",name
Shoe store,category
Khushi Marriage Hall,address
092798 62930,phone
Master Leather Shoes,name
Shoe store,category
"101, Station Rd, near Durga Mandir",address
097083 18622,phone
Aman Store,name
Shoe store,category
"Shop No 01, near Vishmitra Hospital",address
081918 82142,phone
Max Foot wear Official,name
Shoe store,category
"Shop No-01, Munim Chowk, near by Indian Bank Rajendra Katra",address
097982 18626,phone
Deepak Shoe House,name
Shoe store,category
"Buxar Ara Road Parari ,nesr Sah Para Buxar Ara Road Parari",address
094710 06388,phone
Mahatab,name
Shoe store,category
"Shop No 01, near Chotki Samirpur Road",address
070172 05825,phone
Ansari Shoo Store Dumari Road Naya Bhojpur,name
Shoe store,category
"Naya bhojpur , dumri rode P.s -dumraon, , Naya Bhojpur, Road",address
